Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Adam Choice,2019-05-30,2020-02-03,SEA,2019.0,Not Specified,1.0
Delanie Walker,2019-11-27,2020-02-03,OTI,2019.0,Ankle,1.0
DAndre Walker,2019-08-10,2020-02-03,OTI,2019.0,Not Specified,1.0
Chris Milton,2019-11-26,2020-02-03,OTI,2019.0,Not Specified,1.0
Cameron Wake,2019-11-26,2020-02-03,OTI,2019.0,Hamstring,1.0
Cameron Batson,2019-07-31,2020-02-03,OTI,2019.0,Not Specified,1.0
Tytus Howard,2019-11-30,2020-02-03,HTX,2019.0,Knee,1.0
Tashaun Gipson,2019-12-31,2020-02-03,HTX,2019.0,Back,1.0
Senio Kelemete,2019-09-25,2020-02-03,HTX,2019.0,Wrist,1.0
Phillip Gaines,2019-10-21,2020-02-03,HTX,2019.0,Ankle,1.0
Lamar Miller,2019-08-26,2020-02-03,HTX,2019.0,ACL,1.0
Kahale Warring,2019-09-02,2020-02-03,HTX,2019.0,Concussion,1.0
Joe Webb,2019-08-31,2020-02-03,HTX,2019.0,Foot,1.0
Isaac Whitney,2019-07-28,2020-02-03,HTX,2019.0,Wrist,1.0
Ira Savage-Lewis,2019-08-10,2020-02-03,HTX,2019.0,Concussion,1.0
David Fluellen,2019-10-04,2020-02-03,OTI,2019.0,Knee,1.0
Sheldon Rankins,2019-12-11,2020-02-03,NOR,2019.0,Ankle,1.0
Ryan Shazier,2019-04-29,2020-02-03,PIT,2019.0,Not Specified,1.0
Marcus Davenport,2019-12-11,2020-02-03,NOR,2019.0,Foot,1.0
Danny Johnson b 1995-11-17,2019-12-24,2020-02-03,WAS,2019.0,Hand,1.0
Caleb Brantley,2019-09-13,2020-02-03,WAS,2019.0,Foot,1.0
Bryce Love,2019-08-31,2020-02-03,WAS,2019.0,Foot,1.0
Brandon Scherff,2019-12-17,2020-02-03,WAS,2019.0,Shoulder,1.0
Alex Smith D,2019-08-31,2020-02-03,WAS,2019.0,Leg,1.0
Tony Jefferson,2019-10-07,2020-02-03,RAV,2019.0,ACL,1.0
Tavon Young,2019-08-31,2020-02-03,RAV,2019.0,Neck,1.0
Randin Crecelius,2019-08-31,2020-02-03,RAV,2019.0,Concussion,1.0
Pernell McPhee,2019-10-22,2020-02-03,RAV,2019.0,Tricep,1.0
Parker Ehinger,2020-01-08,2020-02-03,RAV,2019.0,Shoulder,1.0
Otaro Alaka,2019-09-28,2020-02-03,RAV,2019.0,Hamstring,1.0
Matt Skura,2019-11-27,2020-02-03,RAV,2019.0,Knee,1.0
Fish Smithson,2019-08-31,2020-02-03,RAV,2019.0,Not Specified,1.0
Derrius Guice,2019-12-10,2020-02-03,WAS,2019.0,MCL,1.0
DeShon Elliott,2019-10-15,2020-02-03,RAV,2019.0,Knee,1.0
Micah Kiser,2019-08-31,2020-02-03,RAM,2019.0,Pectoral/Chest,1.0
Justin Lawler,2019-09-02,2020-02-03,RAM,2019.0,Foot,1.0
Josh Carraway,2019-09-01,2020-02-03,RAM,2019.0,Achilles,1.0
Joseph Noteboom,2019-10-15,2020-02-03,RAM,2019.0,ACL,1.0
John Johnson III,2019-10-16,2020-02-03,RAM,2019.0,Shoulder,1.0
Darrell Henderson,2019-12-28,2020-02-03,RAM,2019.0,Ankle,1.0
Bryce Hager,2019-11-12,2020-02-03,RAM,2019.0,Shoulder,1.0
Bruce Natson,2019-12-03,2020-02-03,RAM,2019.0,Hamstring,1.0
Saquan Hampton,2019-12-17,2020-02-03,NOR,2019.0,Not Specified,1.0
Nick Nelson,2019-12-24,2020-02-03,RAI,2019.0,Knee,1.0
Nathan Peterman,2019-09-02,2020-02-03,RAI,2019.0,Not Specified,1.0
Marquel Lee,2019-12-21,2020-02-03,RAI,2019.0,Toe,1.0
Makinton Dorleant,2019-09-01,2020-02-03,RAI,2019.0,Not Specified,1.0
Daylon Mack,2019-11-12,2020-02-03,RAV,2019.0,Knee,1.0
Deshazor Everett,2019-12-07,2020-02-03,WAS,2019.0,Shoulder,1.0
Trent Brown,2019-12-18,2020-02-03,RAI,2019.0,Pectoral/Chest,1.0
Fabian Moreau,2019-12-27,2020-02-03,WAS,2019.0,Hamstring,1.0
Krishawn Hogan,2019-12-25,2020-02-03,NOR,2019.0,Hamstring,1.0
Keith Kirkwood,2019-09-17,2020-02-03,NOR,2019.0,Hamstring,1.0
Kaden Elliss,2019-09-25,2020-02-03,NOR,2019.0,Knee,1.0
Josh Martin,2019-08-30,2020-02-03,NOR,2019.0,Shoulder,1.0
Johnson Bademosi,2019-12-16,2020-02-03,NOR,2019.0,Foot,1.0
Jason Vander Laan,2019-12-06,2020-02-03,NOR,2019.0,Concussion,1.0
Garrett Griffin,2019-08-26,2020-02-03,NOR,2019.0,Not Specified,1.0
Colton Jumper,2019-08-30,2020-02-03,NOR,2019.0,Not Specified,1.0
Chase Hansen,2019-06-11,2020-02-03,NOR,2019.0,Foot,1.0
Austin Carr,2019-11-22,2020-02-03,NOR,2019.0,Ankle,1.0
Alex Anzalone,2019-09-16,2020-02-03,NOR,2019.0,Shoulder,1.0
Vernon Davis,2019-11-22,2020-02-03,WAS,2019.0,Concussion,1.0
Trey Quinn,2019-12-17,2020-02-03,WAS,2019.0,Concussion,1.0
Cameron Tom,2019-08-31,2020-02-03,NOR,2019.0,Not Specified,1.0
Ryan Kerrigan,2019-12-13,2020-02-03,WAS,2019.0,Calf,1.0
Greg Stroman,2019-09-11,2020-02-03,WAS,2019.0,Not Specified,1.0
Jerome Cunningham,2019-10-15,2020-02-03,WAS,2019.0,Knee,1.0
Trent Williams,2019-11-07,2020-02-03,WAS,2019.0,Foot,1.0
Jordan Brailford,2019-09-02,2020-02-03,WAS,2019.0,Not Specified,1.0
Jordan Reed,2019-10-12,2020-02-03,WAS,2019.0,Concussion,1.0
Josh Woodrum,2019-08-12,2020-02-03,WAS,2019.0,Pectoral/Chest,1.0
Jimmy Moreland,2019-12-17,2020-02-03,WAS,2019.0,Foot,1.0
Myles Humphrey,2019-08-18,2020-02-03,WAS,2019.0,Knee,1.0
Paul Richardson Jr,2019-12-14,2020-02-03,WAS,2019.0,Hamstring,1.0
Quinton Dunbar,2019-12-24,2020-02-03,WAS,2019.0,Hamstring,1.0
Reuben Foster,2019-05-22,2020-02-03,WAS,2019.0,ACL,1.0
Montae Nicholson,2019-12-27,2020-02-03,WAS,2019.0,Neck,1.0
Dominique Rodgers-Cromartie,2019-09-18,2020-02-03,WAS,2019.0,Ankle,1.0
Benito Jones,2020-07-27,2020-07-29,MIA,2020.0,Covid/Illness,1.0
Josiah Scott,2020-07-27,2020-07-30,JAX,2020.0,Covid/Illness,1.0
Aleva Hifo,2020-07-26,2020-07-31,KAN,2020.0,Covid/Illness,1.0
Blake Brandel,2020-07-27,2020-07-31,MIN,2020.0,Covid/Illness,1.0
Luqman Barcoo,2020-07-27,2020-07-31,JAX,2020.0,Covid/Illness,1.0
Davon Hamilton,2020-07-27,2020-08-02,JAX,2020.0,Covid/Illness,1.0
Jawaan Taylor,2020-07-28,2020-08-02,JAX,2020.0,Covid/Illness,1.0
Michael Hoecht,2020-07-31,2020-08-02,RAM,2020.0,Covid/Illness,1.0
Charles Jones II,2020-07-30,2020-08-02,JAX,2020.0,Covid/Illness,1.0
Artavis Pierce,2020-07-27,2020-08-02,CHI,2020.0,Covid/Illness,1.0
Blake Ferguson,2020-07-27,2020-08-02,MIA,2020.0,Covid/Illness,1.0
Alex Tanney,2020-07-28,2020-08-03,NYG,2020.0,Foot,1.0
Arrion Springs,2020-07-27,2020-08-03,PIT,2020.0,Covid/Illness,1.0
Quincy Enunwa,2020-05-05,2020-08-03,NYJ,2020.0,Neck,1.0
Ifeadi Odenigbo,2020-07-29,2020-08-03,MIN,2020.0,Covid/Illness,1.0
Isaiah Wilson,2020-07-28,2020-08-03,OTI,2020.0,Covid/Illness,1.0
Isaac Nauta,2020-07-30,2020-08-03,DET,2020.0,Covid/Illness,1.0
Anthony Barr,2020-07-30,2020-08-03,MIN,2020.0,Covid/Illness,1.0
Jamie Gillan,2020-07-30,2020-08-03,CLE,2020.0,Covid/Illness,1.0
Johnathan Jenkins,2020-07-30,2020-08-03,CHI,2020.0,Covid/Illness,1.0
Eric Saubert,2020-07-29,2020-08-03,CHI,2020.0,Covid/Illness,1.0
Richie James,2020-07-27,2020-08-03,SFO,2020.0,Covid/Illness,1.0
Jerome Baker,2020-07-31,2020-08-03,MIA,2020.0,Covid/Illness,1.0
Andrew Wingard,2020-08-02,2020-08-04,JAX,2020.0,Covid/Illness,1.0
Gardner Minshew II,2020-08-02,2020-08-04,JAX,2020.0,Covid/Illness,1.0
Justin Coleman,2020-07-30,2020-08-04,DET,2020.0,Covid/Illness,1.0
Matthew Stafford,2020-08-01,2020-08-04,DET,2020.0,Covid/Illness,1.0
Justin Jefferson,2020-07-27,2020-08-04,MIN,2020.0,Covid/Illness,1.0
Brian Cole II,2020-07-27,2020-08-04,MIN,2020.0,Covid/Illness,1.0
Cordrea Tankersley,2020-07-27,2020-08-04,MIA,2020.0,Covid/Illness,1.0
Devontae Booker,2020-07-30,2020-08-04,RAI,2020.0,Covid/Illness,1.0
David Sills V,2020-07-28,2020-08-04,NYG,2020.0,Covid/Illness,1.0
Jovante Moffatt,2020-07-26,2020-08-04,CLE,2020.0,Covid/Illness,1.0
Dontrell Hilliard,2020-07-26,2020-08-04,CLE,2020.0,Covid/Illness,1.0
Vincent Taylor,2020-07-29,2020-08-04,BUF,2020.0,Covid/Illness,1.0
Shawn Poindexter,2020-07-28,2020-08-04,SFO,2020.0,Not Specified,1.0
Kentavius Street,2020-07-28,2020-08-04,SFO,2020.0,Not Specified,1.0
Jeff Wilson Jr,2020-07-30,2020-08-04,SFO,2020.0,Covid/Illness,1.0
Josiah Tauaefa,2020-08-04,2020-08-05,NYG,2020.0,Covid/Illness,1.0
Jayon Brown,2020-07-28,2020-08-05,OTI,2020.0,Not Specified,1.0
Nigel Warrior,2020-07-26,2020-08-05,RAV,2020.0,Covid/Illness,1.0
Kenny Golladay,2020-07-29,2020-08-05,DET,2020.0,Covid/Illness,1.0
Tyeler Davison,2020-07-31,2020-08-05,ATL,2020.0,Covid/Illness,1.0
Parry Nickerson,2020-07-30,2020-08-05,JAX,2020.0,Covid/Illness,1.0
Foyesade Oluokun,2020-08-02,2020-08-05,ATL,2020.0,Covid/Illness,1.0
Isaiah Brown,2020-07-27,2020-08-05,BUF,2020.0,Covid/Illness,1.0
Siran Neal,2020-07-30,2020-08-05,BUF,2020.0,Covid/Illness,1.0
Garrett Gilbert,2020-08-03,2020-08-05,CLE,2020.0,Covid/Illness,1.0
Jaylinn Hawkins,2020-07-28,2020-08-05,ATL,2020.0,Covid/Illness,1.0
Danny Etling,2020-07-31,2020-08-05,ATL,2020.0,Covid/Illness,1.0
AcaCedric Ware,2020-07-31,2020-08-06,TAM,2020.0,Covid/Illness,1.0
Armon Watts,2020-08-04,2020-08-06,MIN,2020.0,Covid/Illness,1.0
Zach Sieler,2020-07-31,2020-08-06,MIA,2020.0,Covid/Illness,1.0
Malcolm Perry,2020-08-03,2020-08-06,MIA,2020.0,Covid/Illness,1.0
Raymond Calais,2020-07-31,2020-08-06,TAM,2020.0,Covid/Illness,1.0
Dane Jackson,2020-07-30,2020-08-06,BUF,2020.0,Covid/Illness,1.0
Kendall Futrell,2020-07-26,2020-08-06,CIN,2020.0,Covid/Illness,1.0
James Washington Edward,2020-08-02,2020-08-07,PIT,2020.0,Covid/Illness,1.0
Kaden Elliss,2020-08-06,2020-08-07,NOR,2020.0,Covid/Illness,1.0
Michael Walker b 1996-10-29,2020-08-02,2020-08-07,JAX,2020.0,Covid/Illness,1.0
Davon Godchaux,2020-08-05,2020-08-07,MIA,2020.0,Covid/Illness,1.0
Brandon Jones b 1998-04-02,2020-08-06,2020-08-07,MIA,2020.0,Covid/Illness,1.0
JaMarcus Bradley,2020-08-04,2020-08-07,CLE,2020.0,Covid/Illness,1.0
Shaq Lawson,2020-08-06,2020-08-07,MIA,2020.0,Covid/Illness,1.0
Raekwon Davis,2020-08-06,2020-08-08,MIA,2020.0,Covid/Illness,1.0
TJ Hockenson,2020-07-29,2020-08-08,DET,2020.0,Covid/Illness,1.0
Arryn Siposs,2020-07-29,2020-08-08,DET,2020.0,Covid/Illness,1.0
Solomon Kindley,2020-08-06,2020-08-08,MIA,2020.0,Covid/Illness,1.0
Kirk Merritt,2020-08-06,2020-08-08,MIA,2020.0,Covid/Illness,1.0
Amani Oruwariye,2020-07-29,2020-08-08,DET,2020.0,Covid/Illness,1.0
Pharaoh Brown,2020-07-29,2020-08-08,CLE,2020.0,Not Specified,1.0
Karl Joseph,2020-08-03,2020-08-08,CLE,2020.0,Foot,1.0
Jarvis Landry,2020-08-02,2020-08-08,CLE,2020.0,Not Specified,1.0
Benito Jones,2020-08-06,2020-08-08,MIA,2020.0,Covid/Illness,1.0
JMon Moore,2020-08-02,2020-08-08,CLE,2020.0,Foot,1.0
Xavier Sua-Filo,2020-08-04,2020-08-08,CIN,2020.0,Not Specified,1.0
Reuben Foster,2020-07-27,2020-08-09,WAS,2020.0,Not Specified,1.0
Logan Thomas,2020-07-29,2020-08-09,WAS,2020.0,Covid/Illness,1.0
Zach Wood,2020-08-06,2020-08-09,NOR,2020.0,Covid/Illness,1.0
Tae Crowder,2020-08-03,2020-08-09,NYG,2020.0,Foot,1.0
Tyler Higby,2020-07-27,2020-08-09,MIN,2020.0,Covid/Illness,1.0
Nathan Gerry,2020-07-29,2020-08-09,PHI,2020.0,Covid/Illness,1.0
Calvin Munson,2020-07-28,2020-08-09,MIA,2020.0,Foot,1.0
Saivion Smith,2020-08-01,2020-08-09,DAL,2020.0,Covid/Illness,1.0
JonVea Johnson,2020-07-26,2020-08-09,DAL,2020.0,Covid/Illness,1.0
KeShawn Vaughn,2020-07-27,2020-08-09,TAM,2020.0,Covid/Illness,1.0
Dhaquille Williams,2020-07-29,2020-08-09,BUF,2020.0,Covid/Illness,1.0
Gareon Conley,2020-07-31,2020-08-10,HTX,2020.0,Not Specified,1.0
Cameron Smith,2020-07-29,2020-08-10,MIN,2020.0,Covid/Illness,1.0
Justin Layne,2020-07-29,2020-08-11,PIT,2020.0,Covid/Illness,1.0
Chris Cooper b 1994-03-17,2020-08-09,2020-08-11,ATL,2020.0,Covid/Illness,1.0
Jackson Porter,2020-07-27,2020-08-11,CLT,2020.0,Covid/Illness,1.0
Lane Johnson,2020-07-29,2020-08-11,PHI,2020.0,Covid/Illness,1.0
Cole Beasley,2020-07-29,2020-08-12,BUF,2020.0,Foot,1.0
TY Hilton,2020-08-02,2020-08-12,CLT,2020.0,Foot,1.0
James OShaughnessy,2020-08-01,2020-08-12,JAX,2020.0,Not Specified,1.0
John Ursua,2020-08-09,2020-08-12,SEA,2020.0,Covid/Illness,1.0
Travis Jonsen,2020-08-11,2020-08-12,TAM,2020.0,Quadricep/Thigh,1.0
Malik Henry,2020-07-27,2020-08-12,CLT,2020.0,Covid/Illness,1.0
Jaylen Samuels b 1996-07-20,2020-08-02,2020-08-13,PIT,2020.0,Covid/Illness,1.0
Olisaemeka Udoh,2020-07-29,2020-08-13,MIN,2020.0,Covid/Illness,1.0
James Burgess Jr,2020-08-05,2020-08-13,NYJ,2020.0,Covid/Illness,1.0
Jordan Mailata,2020-07-29,2020-08-13,PHI,2020.0,Covid/Illness,1.0
Jalen Elliott,2020-07-29,2020-08-14,DET,2020.0,Covid/Illness,1.0
Maxx Crosby,2020-08-06,2020-08-14,RAI,2020.0,Covid/Illness,1.0
Terrell Lewis,2020-07-31,2020-08-14,RAM,2020.0,Covid/Illness,1.0
Ereck Flowers,2020-08-02,2020-08-15,MIA,2020.0,Covid/Illness,1.0
Alton Keith Smith,2020-07-29,2020-08-15,ATL,2020.0,Covid/Illness,1.0
Shyheim Carter,2020-07-28,2020-08-15,NYJ,2020.0,Covid/Illness,1.0
Mason Crosby,2020-07-30,2020-08-15,GNB,2020.0,Covid/Illness,1.0
Ahmad Gooden,2020-07-29,2020-08-15,NYJ,2020.0,Covid/Illness,1.0
Alex Smith D,2020-07-27,2020-08-16,WAS,2020.0,Leg,1.0
Deonte Harris,2020-08-14,2020-08-16,NOR,2020.0,Covid/Illness,1.0
Matt Skura,2020-08-02,2020-08-16,RAV,2020.0,Not Specified,1.0
Jason Ferris,2020-08-02,2020-08-16,CAR,2020.0,Not Specified,1.0
Brandin Bryant,2020-08-15,2020-08-16,MIA,2020.0,Covid/Illness,1.0
Corey Davis Damon,2020-07-28,2020-08-17,OTI,2020.0,Not Specified,1.0
Rod Smith b 1992-01-10,2020-08-06,2020-08-17,RAI,2020.0,Covid/Illness,1.0
Treyvon Hester,2020-07-30,2020-08-17,GNB,2020.0,Covid/Illness,1.0
Brian Price Keith,2020-08-09,2020-08-17,JAX,2020.0,Knee,1.0
Andrew Beck,2020-07-30,2020-08-17,DEN,2020.0,Covid/Illness,1.0
Jace Sternberger,2020-07-30,2020-08-17,GNB,2020.0,Covid/Illness,1.0
Jamal Carter,2020-07-29,2020-08-18,ATL,2020.0,Covid/Illness,1.0
Greg Roberts b 1996-03-21,2020-07-28,2020-08-19,GNB,2020.0,Covid/Illness,1.0
Hunter Bradley,2020-08-03,2020-08-19,GNB,2020.0,Covid/Illness,1.0
Jack Crawford,2020-08-07,2020-08-20,OTI,2020.0,Covid/Illness,1.0
TreVour Wallace-Simms,2020-07-27,2020-08-20,JAX,2020.0,Covid/Illness,1.0
Ryquell Armstead,2020-08-02,2020-08-20,JAX,2020.0,Covid/Illness,1.0
Sam Eguavoen,2020-08-19,2020-08-20,MIA,2020.0,Covid/Illness,1.0
Mo Alie-Cox,2020-07-28,2020-08-21,CLT,2020.0,Not Specified,1.0
Josh Smith a,2020-08-10,2020-08-22,OTI,2020.0,Covid/Illness,1.0
John Ross III,2020-08-12,2020-08-23,CIN,2020.0,Covid/Illness,1.0
Niles Scott,2020-08-17,2020-08-25,BUF,2020.0,Not Specified,1.0
Sony Michel,2020-08-02,2020-08-26,NWE,2020.0,Not Specified,1.0
Tino Ellis,2020-08-20,2020-08-26,NOR,2020.0,Not Specified,1.0
Bryce Hall,2020-07-28,2020-08-27,NYJ,2020.0,Covid/Illness,1.0
Xavien Howard,2020-08-11,2020-08-27,MIA,2020.0,Covid/Illness,1.0
Casey Dunn,2020-08-24,2020-08-30,CLE,2020.0,Foot,1.0
Dax Raymond,2020-08-23,2020-08-30,PIT,2020.0,Ankle,1.0
Julian Blackmon,2020-07-27,2020-08-31,CLT,2020.0,Foot,1.0
Ryan Pope,2020-07-28,2020-08-31,JAX,2020.0,Covid/Illness,1.0
Charles Jones II,2020-08-23,2020-09-01,JAX,2020.0,Quadricep/Thigh,1.0
Nick Nelson,2020-05-19,2020-09-01,RAI,2020.0,Knee,1.0
Ian Bunting,2020-08-24,2020-09-01,CLT,2020.0,Leg,1.0
Andrew Donnal,2020-08-23,2020-09-01,CLT,2020.0,Not Specified,1.0
Chad Williams b 1994-10-19,2020-08-25,2020-09-02,CLT,2020.0,Not Specified,1.0
Quentin Poling,2020-08-18,2020-09-02,MIN,2020.0,Not Specified,1.0
Nick Usher,2020-08-25,2020-09-03,RAI,2020.0,Not Specified,1.0
Robert Davis Jamal,2020-08-26,2020-09-03,PHI,2020.0,Not Specified,1.0
Richie James,2020-08-04,2020-09-03,SFO,2020.0,Foot,1.0
Emmanuel Smith,2020-08-28,2020-09-04,KAN,2020.0,Hamstring,1.0
Tommylee Lewis,2020-09-03,2020-09-04,CAR,2020.0,Hamstring,1.0
Wyatt Miller,2020-09-03,2020-09-04,DAL,2020.0,Not Specified,1.0
Anthony Johnson b 1997,2020-08-28,2020-09-04,PIT,2020.0,Knee,1.0
Jonathan Kongbo,2020-08-28,2020-09-04,SFO,2020.0,Groin,1.0
Tommy Sweeney,2020-07-28,2020-09-04,BUF,2020.0,Not Specified,1.0
JJ Nelson,2020-08-30,2020-09-06,SFO,2020.0,Knee,1.0
Rysen John,2020-09-03,2020-09-06,NYG,2020.0,Hamstring,1.0
Eric Kush,2020-09-05,2020-09-06,RAI,2020.0,Not Specified,1.0
Isaiah Irving,2020-09-06,2020-09-07,CHI,2020.0,Not Specified,1.0
Johnnie Dixon,2020-09-06,2020-09-07,CRD,2020.0,Not Specified,1.0
Reggie Gilbert,2020-08-12,2020-09-08,OTI,2020.0,Knee,1.0
Joshua Bellamy,2020-05-05,2020-09-08,NYJ,2020.0,Shoulder,1.0
Tramaine Brock,2020-09-05,2020-09-08,JAX,2020.0,Hamstring,1.0
Troy Fumagalli,2020-09-06,2020-09-08,DEN,2020.0,Not Specified,1.0
Derrek Thomas,2020-08-30,2020-09-08,CAR,2020.0,Covid/Illness,1.0
Steven Means,2020-08-29,2020-09-08,ATL,2020.0,Covid/Illness,1.0
Patrick DiMarco,2020-09-04,2020-09-08,BUF,2020.0,Neck,1.0
Fred Warner,2020-08-31,2020-09-09,SFO,2020.0,Covid/Illness,1.0
Michael Walker b 1996-10-29,2020-09-06,2020-09-09,JAX,2020.0,Knee,1.0
Will Sunderland,2020-09-06,2020-09-09,GNB,2020.0,Not Specified,1.0
Treyvon Hester,2020-09-06,2020-09-10,GNB,2020.0,Not Specified,1.0
Montre Hartage,2020-09-06,2020-09-10,NYG,2020.0,Hamstring,1.0
Nate Brooks b 1996-09-05,2020-09-06,2020-09-11,MIA,2020.0,Not Specified,1.0
Anthony Lanier II,2020-09-05,2020-09-11,NOR,2020.0,Not Specified,1.0
Saquan Hampton,2020-09-06,2020-09-14,NOR,2020.0,Not Specified,1.0
Dan Skipper,2020-09-06,2020-09-14,DET,2020.0,Not Specified,1.0
Simeon Thomas,2020-09-05,2020-09-14,WAS,2020.0,Not Specified,1.0
Ross Reynolds,2020-09-06,2020-09-14,SFO,2020.0,Knee,1.0
Ryan Bee,2020-09-05,2020-09-16,WAS,2020.0,Not Specified,1.0
Alex Taylor,2020-09-06,2020-09-16,CLE,2020.0,Not Specified,1.0
Dwayne Washington,2020-08-30,2020-09-17,NOR,2020.0,Covid/Illness,1.0
Keesean Johnson,2020-09-11,2020-09-21,CRD,2020.0,Covid/Illness,1.0
Chris Reed,2020-09-01,2020-09-23,CAR,2020.0,Covid/Illness,1.0
Eli Mencer,2020-08-30,2020-09-25,SEA,2020.0,Not Specified,1.0
Emmanuel Ellerbee,2020-08-02,2020-09-29,SEA,2020.0,Not Specified,1.0
Natrell Jamerson,2020-09-09,2020-09-29,CAR,2020.0,Quadricep/Thigh,1.0
Bruce Anderson III,2020-08-27,2020-09-29,CLT,2020.0,Not Specified,1.0
Brandon Wright,2020-09-29,2020-09-30,JAX,2020.0,Groin,1.0
Jeff Smith Alan,2020-09-07,2020-10-01,NYJ,2020.0,Shoulder,1.0
Eli Apple,2020-09-07,2020-10-03,CAR,2020.0,Foot,1.0
Deebo Samuel,2020-09-12,2020-10-03,SFO,2020.0,Foot,1.0
Trey Burton,2020-09-07,2020-10-03,CLT,2020.0,Calf,1.0
Josh Norman Ricardo,2020-09-12,2020-10-03,BUF,2020.0,Hamstring,1.0
Damien Harris,2020-09-07,2020-10-05,NWE,2020.0,Hand,1.0
Gunner Olszewski,2020-09-12,2020-10-05,NWE,2020.0,Foot,1.0
Jordan Veasy,2020-09-05,2020-10-06,WAS,2020.0,Not Specified,1.0
Curtis Bolton,2020-09-05,2020-10-06,GNB,2020.0,Knee,1.0
Brett Toth,2020-09-06,2020-10-06,CRD,2020.0,Hamstring,1.0
Kristian Welch,2020-09-15,2020-10-06,RAV,2020.0,Quadricep/Thigh,1.0
Kentrell Brice,2020-09-14,2020-10-07,CRD,2020.0,Quadricep/Thigh,1.0
Donte Moncrief,2020-09-10,2020-10-07,NYJ,2020.0,Quadricep/Thigh,1.0
Tim Harris Jr,2020-09-16,2020-10-07,SFO,2020.0,Quadricep/Thigh,1.0
AJ Terrell,2020-09-26,2020-10-08,ATL,2020.0,Covid/Illness,1.0
Isaiah Wilson,2020-09-06,2020-10-10,OTI,2020.0,Covid/Illness,1.0
Greg Mabin,2020-09-24,2020-10-10,OTI,2020.0,Quadricep/Thigh,1.0
Terrell Lewis,2020-09-09,2020-10-10,RAM,2020.0,Foot,1.0
LeVeon Bell,2020-09-15,2020-10-10,NYJ,2020.0,Hamstring,1.0
Jarrod Wilson,2020-09-14,2020-10-10,JAX,2020.0,Hamstring,1.0
Quez Watkins,2020-09-06,2020-10-10,PHI,2020.0,Not Specified,1.0
Craig James b 1996-04-29,2020-09-15,2020-10-10,PHI,2020.0,Quadricep/Thigh,1.0
Anthony Brown Shaquille,2020-09-19,2020-10-10,DAL,2020.0,Rib/Lung,1.0
Quincy Williams,2020-09-08,2020-10-10,JAX,2020.0,Not Specified,1.0
David Njoku,2020-09-14,2020-10-10,CLE,2020.0,Knee,1.0
DaQuan Jones,2020-09-29,2020-10-12,OTI,2020.0,Covid/Illness,1.0
Beau Brinkley,2020-09-29,2020-10-12,OTI,2020.0,Covid/Illness,1.0
Evan Boehm,2020-09-23,2020-10-12,BUF,2020.0,Quadricep/Thigh,1.0
Kristian Fulton,2020-10-01,2020-10-13,OTI,2020.0,Covid/Illness,1.0
Kamalei Correa,2020-09-30,2020-10-13,OTI,2020.0,Covid/Illness,1.0
Cam Newton Jerrell,2020-10-03,2020-10-14,NWE,2020.0,Covid/Illness,1.0
Adam Humphries,2020-10-02,2020-10-14,OTI,2020.0,Covid/Illness,1.0
Cameron Batson,2020-10-02,2020-10-14,OTI,2020.0,Quadricep/Thigh,1.0
Jeffery Simmons,2020-10-03,2020-10-15,OTI,2020.0,Covid/Illness,1.0
Stephon Gilmore,2020-10-07,2020-10-15,NWE,2020.0,Covid/Illness,1.0
Bill Murray b 1997-07-03,2020-10-06,2020-10-15,NWE,2020.0,Quadricep/Thigh,1.0
Brandon Scherff,2020-09-22,2020-10-16,WAS,2020.0,MCL,1.0
Khari Blasingame,2020-10-05,2020-10-16,OTI,2020.0,Covid/Illness,1.0
Johnathan Jenkins,2020-09-24,2020-10-16,CHI,2020.0,Thumb,1.0
David Mayo,2020-09-06,2020-10-16,NYG,2020.0,Knee,1.0
Joe Dahl,2020-09-19,2020-10-17,DET,2020.0,Groin,1.0
Blake Cashman,2020-09-15,2020-10-17,NYJ,2020.0,Groin,1.0
Vyncint Smith,2020-09-07,2020-10-17,NYJ,2020.0,Not Specified,1.0
Equanimeous St Brown,2020-09-19,2020-10-17,GNB,2020.0,Knee,1.0
Sheldon Day,2020-09-06,2020-10-17,CLT,2020.0,Knee,1.0
Keith Kirkwood,2020-09-07,2020-10-17,CAR,2020.0,Not Specified,1.0
Richie James,2020-09-18,2020-10-17,SFO,2020.0,Hamstring,1.0
Will Parks,2020-09-06,2020-10-17,PHI,2020.0,Hamstring,1.0
Vinny Curry,2020-09-15,2020-10-17,PHI,2020.0,Hamstring,1.0
Corey Davis Damon,2020-10-07,2020-10-19,OTI,2020.0,Covid/Illness,1.0
Maurice Hurst Jr Roy,2020-10-06,2020-10-19,RAI,2020.0,Covid/Illness,1.0
John Hurst,2020-09-06,2020-10-19,TAM,2020.0,Ankle,1.0
Leighton Vander Esch,2020-09-15,2020-10-19,DAL,2020.0,Not Specified,1.0
Marcus Mariota,2020-09-07,2020-10-20,RAI,2020.0,Pectoral/Chest,1.0
Ventell Bryant,2020-09-07,2020-10-20,DAL,2020.0,Knee,1.0
MyCole Pruitt,2020-10-08,2020-10-20,OTI,2020.0,Covid/Illness,1.0
Breon Borders,2020-10-08,2020-10-20,OTI,2020.0,Quadricep/Thigh,1.0
Trevor Williams,2020-10-03,2020-10-20,PHI,2020.0,Rib/Lung,1.0
Justin Johnson,2020-09-24,2020-10-20,CRD,2020.0,Quadricep/Thigh,1.0
