Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Brandon Hughes b,2013-09-18,2013-09-23,PHI,2013.0,Hamstring,1.0
Justin Cheadle,2013-08-27,2013-09-24,PIT,2013.0,Hamstring,1.0
Willie Smith c,2013-09-01,2013-09-26,RAI,2013.0,Back,1.0
Montario Hardesty,2013-08-28,2013-09-30,CLE,2013.0,Knee,1.0
Greg Orton Carlton,2013-08-27,2013-10-07,DEN,2013.0,Ankle,1.0
Brandon Barden,2013-09-02,2013-10-08,OTI,2013.0,Knee,1.0
Vic Sooto,2013-10-02,2013-10-14,CRD,2013.0,Pectoral/Chest,1.0
DaMon Cromartie-Smith,2013-10-11,2013-10-15,PIT,2013.0,Hip,1.0
Eddy Carmona,2013-08-21,2013-10-15,RAI,2013.0,Not Specified,1.0
Justin Boren,2013-08-08,2013-10-15,DEN,2013.0,Toe,1.0
Danny Gorrer,2013-09-03,2013-10-16,TAM,2013.0,Groin,1.0
Jeremiah Ratliff,2013-08-26,2013-10-16,DAL,2013.0,Groin,1.0
Quinton Dial,2013-08-27,2013-10-19,SFO,2013.0,Foot,1.0
Jameel McClain,2013-08-26,2013-10-19,RAV,2013.0,Neck,1.0
CJ Akins,2013-05-29,2013-10-21,RAM,2013.0,Achilles,1.0
Tony Moeaki,2013-09-01,2013-10-23,KAN,2013.0,Shoulder,1.0
Tyronne Green,2013-08-15,2013-10-25,NWE,2013.0,Not Specified,1.0
Brandon Hardin,2013-09-01,2013-10-28,CHI,2013.0,Shoulder,1.0
Bobby Felder,2013-09-01,2013-10-28,MIN,2013.0,Ankle,1.0
Daxton Swanson,2013-09-01,2013-10-29,CLT,2013.0,Not Specified,1.0
Cornellius Carradine,2013-08-27,2013-10-29,SFO,2013.0,Foot,1.0
Montell Owens,2013-09-04,2013-10-30,DET,2013.0,Knee,1.0
Aldon Smith,2013-09-23,2013-10-31,SFO,2013.0,Foot,1.0
Andrew Hawkins,2013-09-04,2013-10-31,CIN,2013.0,Ankle,1.0
Jonathan Vilma,2013-09-03,2013-11-02,NOR,2013.0,Knee,1.0
Jonathan Stewart Creon,2013-08-26,2013-11-02,CAR,2013.0,Ankle,1.0
Danny Gorrer,2013-09-03,2013-11-02,TAM,2013.0,Groin,1.0
Eric Wright,2013-08-27,2013-11-04,SFO,2013.0,Foot,1.0
Mario Manningham,2013-08-27,2013-11-04,SFO,2013.0,ACL,1.0
Dan Connor a,2013-09-12,2013-11-04,NYG,2013.0,Neck,1.0
Dwight Lowery,2013-10-08,2013-11-04,JAX,2013.0,Concussion,1.0
Derek Sherrod,2013-08-26,2013-11-05,GNB,2013.0,Leg,1.0
Sean Spence,2013-08-25,2013-11-05,PIT,2013.0,Knee,1.0
Sanders Commings,2013-09-03,2013-11-05,KAN,2013.0,Not Specified,1.0
Jason Pinkston,2013-09-03,2013-11-05,CLE,2013.0,Ankle,1.0
JD Walton,2013-08-26,2013-11-05,DEN,2013.0,Ankle,1.0
Andre Brown b,2013-09-03,2013-11-07,NYG,2013.0,Leg,1.0
Markus Kuhn,2013-08-31,2013-11-07,NYG,2013.0,Knee,1.0
Vaughn Martin,2013-09-24,2013-11-08,MIA,2013.0,Not Specified,1.0
Brad Smith Alexander,2013-08-30,2013-11-08,BUF,2013.0,Rib/Lung,1.0
Percy Harvin,2013-08-26,2013-11-11,SEA,2013.0,Hip,1.0
Joe Anderson,2013-11-05,2013-11-11,CHI,2013.0,Groin,1.0
Nick Moody,2013-09-11,2013-11-12,SFO,2013.0,Hand,1.0
Sean Weatherspoon,2013-09-17,2013-11-12,ATL,2013.0,Foot,1.0
Larry Asante,2013-11-13,2013-11-15,CLT,2013.0,Hamstring,1.0
Russell Okung,2013-09-20,2013-11-16,SEA,2013.0,Toe,1.0
Shane Vereen,2013-09-10,2013-11-18,NWE,2013.0,Wrist,1.0
Miles Burris,2013-08-26,2013-11-20,RAI,2013.0,Knee,1.0
TJ McDonald,2013-09-27,2013-11-23,RAM,2013.0,Leg,1.0
Sean Richardson,2013-08-26,2013-11-23,GNB,2013.0,Neck,1.0
Jerel Worthy,2013-08-26,2013-11-23,GNB,2013.0,Knee,1.0
Michael Crabtree,2013-08-27,2013-11-26,SFO,2013.0,Achilles,1.0
Jared Veldheer,2013-09-07,2013-11-27,RAI,2013.0,Tricep,1.0
Melvin Ingram,2013-08-26,2013-12-07,SDG,2013.0,ACL,1.0
Dennis Pitta,2013-09-04,2013-12-07,RAV,2013.0,Hip,1.0
Matt Spaeth,2013-09-03,2013-12-07,PIT,2013.0,Foot,1.0
Dustin Waldron,2013-08-09,2013-12-10,KAN,2013.0,Knee,1.0
Victor Butler,2013-08-27,2013-12-10,NOR,2013.0,Knee,1.0
JC Tretter,2013-08-26,2013-12-10,GNB,2013.0,Ankle,1.0
Jonathan Meeks,2013-10-14,2013-12-10,BUF,2013.0,Ankle,1.0
Edgar Jones Devon,2013-10-18,2013-12-11,DAL,2013.0,Groin,1.0
Harrison Smith b 1989-02-02,2013-10-18,2013-12-14,MIN,2013.0,Toe,1.0
Allen Reisner,2013-10-08,2013-12-14,JAX,2013.0,Knee,1.0
Chris Owens,2013-12-03,2013-12-17,CLE,2013.0,Knee,1.0
Armanti Edwards,2013-11-20,2013-12-17,CLE,2013.0,Ankle,1.0
Randall Cobb,2013-10-15,2013-12-28,GNB,2013.0,Fibula,1.0
Brandon Jacobs,2013-12-10,2014-01-02,NYG,2013.0,Knee,1.0
Jerod Mayo,2013-10-16,2014-02-03,NWE,2013.0,Pectoral/Chest,1.0
Adrian Wilson Lemar,2013-08-31,2014-02-03,NWE,2013.0,Hamstring,1.0
Cory Grissom,2013-08-26,2014-02-03,NWE,2013.0,Knee,1.0
Brandon Spikes,2014-01-06,2014-02-03,NWE,2013.0,Knee,1.0
Armond Armstead,2013-08-26,2014-02-03,NWE,2013.0,Foot,1.0
Mark Harrison,2013-08-26,2014-02-03,NWE,2013.0,Foot,1.0
RJ Webb,2013-06-20,2014-02-03,CAR,2013.0,ACL,1.0
James Dockery,2013-11-13,2014-02-03,CAR,2013.0,Shoulder,1.0
Linden Gaydosh,2013-08-03,2014-02-03,CAR,2013.0,Back,1.0
Kealoha Pilares,2013-08-24,2014-02-03,CAR,2013.0,Knee,1.0
Jimmy Clausen,2013-09-01,2014-02-03,CAR,2013.0,Shoulder,1.0
Jeff Byers,2013-11-05,2014-02-03,CAR,2013.0,Foot,1.0
Garry Williams,2013-09-11,2014-02-03,CAR,2013.0,Knee,1.0
Markus Zusevics,2013-08-26,2014-02-03,NWE,2013.0,Not Specified,1.0
Charles Godfrey,2013-09-17,2014-02-03,CAR,2013.0,Achilles,1.0
Michael Zordich,2013-08-24,2014-02-03,CAR,2013.0,ACL,1.0
Edmund Kugbila,2013-08-26,2014-02-03,CAR,2013.0,Hamstring,1.0
Juron Criner,2013-11-23,2014-02-03,RAI,2013.0,Shoulder,1.0
TJ Moe,2013-06-03,2014-02-03,NWE,2013.0,Achilles,1.0
Scott Wells,2013-12-11,2014-02-03,RAM,2013.0,Fibula,1.0
Sam Bradford,2013-10-22,2014-02-03,RAM,2013.0,ACL,1.0
Phillip Steward,2013-07-18,2014-02-03,RAM,2013.0,Achilles,1.0
Matt Daniels,2013-09-16,2014-02-03,RAM,2013.0,Ankle,1.0
Jake Long,2013-12-25,2014-02-03,RAM,2013.0,ACL,1.0
Cortland Finnegan,2013-11-23,2014-02-03,RAM,2013.0,Eye,1.0
Brady Quinn,2013-11-23,2014-02-03,RAM,2013.0,Hip,1.0
Usama Young,2013-12-07,2014-02-03,RAI,2013.0,Neck,1.0
Tyvon Branch,2013-12-14,2014-02-03,RAI,2013.0,Ankle,1.0
Tony Bergstrom,2013-08-31,2014-02-03,RAI,2013.0,Foot,1.0
Latavius Murray,2013-08-26,2014-02-03,RAI,2013.0,Ankle,1.0
Kaluka Maiava,2013-12-06,2014-02-03,RAI,2013.0,Rib/Lung,1.0
Bruce Campbell,2013-08-24,2014-02-03,CAR,2013.0,Not Specified,1.0
David Ausberry,2013-09-23,2014-02-03,RAI,2013.0,Shoulder,1.0
DJ Hayden,2013-11-20,2014-02-03,RAI,2013.0,Groin,1.0
Vince Wilfork,2013-10-02,2014-02-03,NWE,2013.0,Achilles,1.0
Tommy Kelly,2013-11-02,2014-02-03,NWE,2013.0,Knee,1.0
Rob Gronkowski,2013-12-09,2014-02-03,NWE,2013.0,ACL,1.0
Amini Silatolu,2013-10-16,2014-02-03,CAR,2013.0,ACL,1.0
Johnny Jolly,2013-12-21,2014-02-03,GNB,2013.0,Neck,1.0
Sederrik Cunningham,2013-08-06,2014-02-03,GNB,2013.0,Wrist,1.0
Vidal Hazelton,2013-08-08,2014-02-03,NYJ,2013.0,Knee,1.0
Troy Davis c,2013-11-26,2014-02-03,NYJ,2013.0,Pectoral/Chest,1.0
Stephen Hill,2013-12-13,2014-02-03,NYJ,2013.0,Knee,1.0
Mike Goodson,2013-10-15,2014-02-03,NYJ,2013.0,Knee,1.0
Lex Hilliard,2013-08-21,2014-02-03,NYJ,2013.0,Shoulder,1.0
Konrad Reuland,2013-11-19,2014-02-03,NYJ,2013.0,Knee,1.0
Josh Mauga,2013-09-01,2014-02-03,NYJ,2013.0,Back,1.0
Josh Cribbs,2013-12-03,2014-02-03,NYJ,2013.0,Pectoral/Chest,1.0
John Griffin b,2013-08-13,2014-02-03,NYJ,2013.0,Not Specified,1.0
Edmond Gates,2013-10-15,2014-02-03,NYJ,2013.0,Shoulder,1.0
Antwan Barnes,2013-10-09,2014-02-03,NYJ,2013.0,Knee,1.0
Aaron Berry,2013-07-27,2014-02-03,NYJ,2013.0,ACL,1.0
Will Rackley,2013-12-17,2014-02-03,JAX,2013.0,Concussion,1.0
Taylor Price,2013-08-06,2014-02-03,JAX,2013.0,Foot,1.0
Stephen Williams b,2013-11-23,2014-02-03,JAX,2013.0,Achilles,1.0
Stephen Burton,2013-12-09,2014-02-03,JAX,2013.0,Concussion,1.0
Stephane Milhim,2013-08-06,2014-02-03,JAX,2013.0,Foot,1.0
Brandon Pettigrew,2013-12-25,2014-02-03,DET,2013.0,Ankle,1.0
Seneca Wallace,2013-11-12,2014-02-03,GNB,2013.0,Groin,1.0
Cory Greenwood,2013-08-20,2014-02-03,DET,2013.0,Shoulder,1.0
Israel Idonije,2013-12-27,2014-02-03,DET,2013.0,Neck,1.0
Sam Barrington,2013-11-05,2014-02-03,GNB,2013.0,Hamstring,1.0
Robert Francois,2013-10-06,2014-02-03,GNB,2013.0,Achilles,1.0
Myles White,2013-12-10,2014-02-03,GNB,2013.0,Not Specified,1.0
Kevin Dorsey,2013-08-26,2014-02-03,GNB,2013.0,Hamstring,1.0
Aaron Mellette,2013-09-11,2014-02-03,RAV,2013.0,Knee,1.0
Johnathan Franklin,2013-11-27,2014-02-03,GNB,2013.0,Concussion,1.0
Jermichael Finley,2013-11-05,2014-02-03,GNB,2013.0,Not Specified,1.0
James Nixon b,2013-11-23,2014-02-03,GNB,2013.0,Knee,1.0
Greg Van Roten,2013-10-15,2014-02-03,GNB,2013.0,Foot,1.0
DuJuan Harris,2013-08-26,2014-02-03,GNB,2013.0,Knee,1.0
Casey Hayward Jr,2013-11-23,2014-02-03,GNB,2013.0,Hamstring,1.0
Bryan Bulaga,2013-08-26,2014-02-03,GNB,2013.0,ACL,1.0
Brandon Bostick,2013-12-21,2014-02-03,GNB,2013.0,Foot,1.0
Ryan Broyles,2013-10-30,2014-02-03,DET,2013.0,Achilles,1.0
Montell Owens,2013-11-19,2014-02-03,DET,2013.0,Knee,1.0
Michael Williams b,2013-08-31,2014-02-03,DET,2013.0,Hand,1.0
Jason Jones b,2013-09-23,2014-02-03,DET,2013.0,Knee,1.0
Dorin Dickerson,2013-12-26,2014-02-03,DET,2013.0,Concussion,1.0
Adrian Hamilton,2013-08-25,2014-02-03,RAV,2013.0,Wrist,1.0
Chris Thompson b 1990-10-20,2013-11-08,2014-02-03,WAS,2013.0,Shoulder,1.0
DJ Bryant,2013-08-30,2014-02-03,RAV,2013.0,Knee,1.0
Brian Cushing,2013-10-28,2014-02-03,HTX,2013.0,Leg,1.0
Brennan Williams,2013-08-30,2014-02-03,HTX,2013.0,Knee,1.0
Brad Smelley,2013-12-27,2014-02-03,HTX,2013.0,Calf,1.0
Ben Tate b,2013-12-18,2014-02-03,HTX,2013.0,Rib/Lung,1.0
Arian Foster,2013-11-12,2014-02-03,HTX,2013.0,Back,1.0
Alec Lemon,2013-08-26,2014-02-03,HTX,2013.0,Hamstring,1.0
Alan Bonner,2013-08-30,2014-02-03,HTX,2013.0,Hamstring,1.0
AJ Bouye,2013-10-16,2014-02-03,HTX,2013.0,Hamstring,1.0
Sean Spence,2013-11-06,2014-02-03,PIT,2013.0,Knee,1.0
Plaxico Burress,2013-08-13,2014-02-03,PIT,2013.0,Shoulder,1.0
Nik Embernate,2013-08-04,2014-02-03,PIT,2013.0,Knee,1.0
Nick Williams b 1990-02-21,2013-08-25,2014-02-03,PIT,2013.0,Knee,1.0
Maurkice Pouncey,2013-09-09,2014-02-03,PIT,2013.0,ACL,1.0
Levi Brown a,2013-10-15,2014-02-03,PIT,2013.0,Tricep,1.0
Larry Foote,2013-09-09,2014-02-03,PIT,2013.0,Bicep,1.0
LaRod Stephens-Howling,2013-09-09,2014-02-03,PIT,2013.0,ACL,1.0
LaMarr Woodley,2013-12-17,2014-02-03,PIT,2013.0,Calf,1.0
Danieal Manning,2013-10-16,2014-02-03,HTX,2013.0,Knee,1.0
Fernando Velasco,2013-11-30,2014-02-03,PIT,2013.0,Achilles,1.0
David Quessenberry,2013-09-10,2014-02-03,HTX,2013.0,Foot,1.0
Evan Frierson,2013-08-13,2014-02-03,HTX,2013.0,Not Specified,1.0
Zach Line,2013-09-23,2014-02-03,MIN,2013.0,Knee,1.0
Kyle Rudolph,2013-12-09,2014-02-03,MIN,2013.0,Foot,1.0
Josh Robinson b 1991-01-08,2013-12-14,2014-02-03,MIN,2013.0,Pectoral/Chest,1.0
John Carlson,2013-12-21,2014-02-03,MIN,2013.0,Concussion,1.0
Greg Childs,2013-08-26,2014-02-03,MIN,2013.0,Patellar Tendon,1.0
Desmond Bishop,2013-10-17,2014-02-03,MIN,2013.0,ACL,1.0
Audie Cole,2013-12-27,2014-02-03,MIN,2013.0,Ankle,1.0
Tommie Campbell,2013-11-18,2014-02-03,OTI,2013.0,Shoulder,1.0
Robert Turner,2013-10-30,2014-02-03,OTI,2013.0,Shoulder,1.0
Marc Mariani,2013-08-31,2014-02-03,OTI,2013.0,Shoulder,1.0
Kevin Walter,2013-08-26,2014-02-03,OTI,2013.0,Back,1.0
Jake Locker,2013-11-12,2014-02-03,OTI,2013.0,Foot,1.0
Coty Sensabaugh,2013-12-18,2014-02-03,OTI,2013.0,Foot,1.0
Collin Mooney,2013-12-03,2014-02-03,OTI,2013.0,Knee,1.0
Trevardo Williams,2013-08-31,2014-02-03,HTX,2013.0,Knee,1.0
Johnathan Joseph,2013-12-24,2014-02-03,HTX,2013.0,Toe,1.0
Garrett Graham,2013-12-27,2014-02-03,HTX,2013.0,Hamstring,1.0
Deji Karim,2013-12-24,2014-02-03,HTX,2013.0,Not Specified,1.0
Brandon Stokley,2013-12-10,2014-02-03,RAV,2013.0,Concussion,1.0
David Johnson b 1987-08-26,2013-10-15,2014-02-03,PIT,2013.0,Wrist,1.0
Tharold Simon,2013-08-26,2014-02-03,SEA,2013.0,Foot,1.0
Richard Crawford,2013-08-27,2014-02-03,WAS,2013.0,Knee,1.0
Phillip Thomas b,2013-08-13,2014-02-03,WAS,2013.0,Foot,1.0
Nick Sundberg,2013-10-15,2014-02-03,WAS,2013.0,Knee,1.0
Nick Barnett,2013-12-24,2014-02-03,WAS,2013.0,MCL,1.0
Maurice Hurt,2013-12-04,2014-02-03,WAS,2013.0,Knee,1.0
Leonard Hankerson,2013-11-21,2014-02-03,WAS,2013.0,ACL,1.0
Keenan Robinson,2013-08-26,2014-02-03,WAS,2013.0,Pectoral/Chest,1.0
Jordan Reed,2013-12-19,2014-02-03,WAS,2013.0,Concussion,1.0
Jeremy Kimbrough,2013-08-27,2014-02-03,WAS,2013.0,Not Specified,1.0
Evan Royster,2013-12-09,2014-02-03,WAS,2013.0,Ankle,1.0
Doug Worthington,2013-06-13,2014-02-03,WAS,2013.0,Bicep,1.0
Dezmon Briscoe,2013-09-02,2014-02-03,WAS,2013.0,Shoulder,1.0
Russell Allen b,2013-12-18,2014-02-03,JAX,2013.0,Concussion,1.0
Bryan Kehl,2013-10-15,2014-02-03,WAS,2013.0,Knee,1.0
Adam Carriker,2013-08-27,2014-02-03,WAS,2013.0,Quadricep/Thigh,1.0
Kelechi Osemele,2013-11-04,2014-02-03,RAV,2013.0,Back,1.0
Kapron Lewis-Moore,2013-08-27,2014-02-03,RAV,2013.0,ACL,1.0
Stephen Bowen,2013-11-26,2014-02-03,WAS,2013.0,Knee,1.0
Curtis Brown Jamall,2013-11-26,2014-02-03,PIT,2013.0,ACL,1.0
AJ Davis b,2013-08-20,2014-02-03,NOR,2013.0,Not Specified,1.0
Jabari Greer,2013-11-19,2014-02-03,NOR,2013.0,ACL,1.0
Spencer Ware,2013-10-22,2014-02-03,SEA,2013.0,Ankle,1.0
Sidney Rice,2013-10-30,2014-02-03,SEA,2013.0,ACL,1.0
Korey Toomer,2013-08-26,2014-02-03,SEA,2013.0,Foot,1.0
Kenneth Boatright,2013-08-03,2014-02-03,SEA,2013.0,Shoulder,1.0
Jesse Williams b,2013-08-26,2014-02-03,SEA,2013.0,Knee,1.0
Jeron Johnson,2013-12-11,2014-02-03,SEA,2013.0,Hamstring,1.0
Greg Scruggs,2013-08-26,2014-02-03,SEA,2013.0,Knee,1.0
Chandler Fenner,2013-05-15,2014-02-03,SEA,2013.0,Not Specified,1.0
Anthony McCoy,2013-05-29,2014-02-03,SEA,2013.0,Achilles,1.0
Will Smith a,2013-08-27,2014-02-03,NOR,2013.0,ACL,1.0
Victor Butler,2013-12-11,2014-02-03,NOR,2013.0,Knee,1.0
Patrick Robinson b 1987-09-07,2013-09-18,2014-02-03,NOR,2013.0,Knee,1.0
Parys Haralson,2014-01-07,2014-02-03,NOR,2013.0,Pectoral/Chest,1.0
Kenyon Coleman,2013-08-19,2014-02-03,NOR,2013.0,Pectoral/Chest,1.0
Kenny Vaccaro,2013-12-25,2014-02-03,NOR,2013.0,Ankle,1.0
Joseph Morgan,2013-08-27,2014-02-03,NOR,2013.0,Knee,1.0
Jonathan Vilma,2013-11-06,2014-02-03,NOR,2013.0,Knee,1.0
Chris Givens a,2013-08-07,2014-02-03,NOR,2013.0,Not Specified,1.0
Roy Miller III,2013-12-23,2014-02-03,JAX,2013.0,Shoulder,1.0
Sebastian Vollmer,2013-10-29,2014-02-03,NWE,2013.0,Leg,1.0
Luke Joeckel,2013-10-08,2014-02-03,JAX,2013.0,Ankle,1.0
DaQuan Bowers,2013-12-26,2014-02-03,TAM,2013.0,Knee,1.0
Connor Barth,2013-07-17,2014-02-03,TAM,2013.0,Achilles,1.0
Anthony Gaitor,2013-08-26,2014-02-03,TAM,2013.0,ACL,1.0
Travis Benjamin,2013-10-29,2014-02-03,CLE,2013.0,ACL,1.0
Quentin Groves,2013-11-11,2014-02-03,CLE,2013.0,Ankle,1.0
Josh Aubrey,2013-10-18,2014-02-03,CLE,2013.0,Ankle,1.0
Dion Lewis,2013-08-26,2014-02-03,CLE,2013.0,Fibula,1.0
Desmond Bryant,2013-12-04,2014-02-03,CLE,2013.0,Foot,1.0
Chris Faulk a,2013-08-26,2014-02-03,CLE,2013.0,Foot,1.0
Brian Hoyer,2013-10-12,2014-02-03,CLE,2013.0,Knee,1.0
Brandon Magee,2013-12-03,2014-02-03,CLE,2013.0,Pectoral/Chest,1.0
Brandon Bogotay,2013-09-01,2014-02-03,CLE,2013.0,Groin,1.0
Von Miller,2013-12-24,2014-02-03,DEN,2013.0,ACL,1.0
Stewart Bradley,2013-08-31,2014-02-03,DEN,2013.0,Wrist,1.0
Ryan Clady,2013-09-18,2014-02-03,DEN,2013.0,Foot,1.0
Doug Martin Matthewbaran,2013-11-08,2014-02-03,TAM,2013.0,Shoulder,1.0
Quinton Carter,2013-08-26,2014-02-03,DEN,2013.0,Knee,1.0
Jacob Cutrera,2013-08-28,2014-02-03,TAM,2013.0,Not Specified,1.0
Jonathan Casillas,2013-12-04,2014-02-03,TAM,2013.0,Knee,1.0
Jonathan Cooper,2013-08-30,2014-02-03,CRD,2013.0,Leg,1.0
Jeff King,2013-08-31,2014-02-03,CRD,2013.0,Knee,1.0
Javone Lawson,2013-05-22,2014-02-03,CRD,2013.0,Achilles,1.0
Everrette Thompson,2013-08-07,2014-02-03,CRD,2013.0,Arm,1.0
Daniel Giordano,2013-08-25,2014-02-03,CRD,2013.0,Toe,1.0
Alex Okafor,2013-09-25,2014-02-03,CRD,2013.0,Bicep,1.0
Tom Crabtree,2013-11-27,2014-02-03,TAM,2013.0,Bicep,1.0
Russell Shepard,2013-12-17,2014-02-03,TAM,2013.0,Toe,1.0
Rashaan Melvin,2013-10-15,2014-02-03,TAM,2013.0,Hamstring,1.0
Nate Byham,2013-10-01,2014-02-03,TAM,2013.0,Calf,1.0
Mike Williams Anthony,2013-10-28,2014-02-03,TAM,2013.0,Hamstring,1.0
Mike James b,2013-11-13,2014-02-03,TAM,2013.0,Ankle,1.0
Michael Smith b 1988-08-09,2013-08-26,2014-02-03,TAM,2013.0,Foot,1.0
Michael Adams c,2013-11-18,2014-02-03,TAM,2013.0,Knee,1.0
Marvin Booker,2013-08-09,2014-02-03,TAM,2013.0,Not Specified,1.0
Luke Stocker,2013-09-23,2014-02-03,TAM,2013.0,Hip,1.0
Lawrence Tynes,2013-08-31,2014-02-03,TAM,2013.0,Foot,1.0
Jeff Demps,2013-11-06,2014-02-03,TAM,2013.0,Groin,1.0
LaRon Byrd,2013-08-07,2014-02-03,CRD,2013.0,Concussion,1.0
Quanterus Smith,2013-08-31,2014-02-03,DEN,2013.0,ACL,1.0
Kevin Vickerson,2013-11-27,2014-02-03,DEN,2013.0,Hip,1.0
Brandon Joiner,2013-08-28,2014-02-03,CIN,2013.0,ACL,1.0
E Alex Smith,2013-12-30,2014-02-03,CIN,2013.0,Wrist,1.0
Nate Collins,2013-10-09,2014-02-03,CHI,2013.0,ACL,1.0
Kelvin Hayden,2013-08-08,2014-02-03,CHI,2013.0,Hamstring,1.0
Henry Melton,2013-09-27,2014-02-03,CHI,2013.0,ACL,1.0
Michael Brewster,2013-12-16,2014-02-03,JAX,2013.0,Ankle,1.0
Mario Manningham,2013-12-27,2014-02-03,SFO,2013.0,Knee,1.0
Marcus Lattimore,2013-08-27,2014-02-03,SFO,2013.0,Foot,1.0
Luke Marquardt,2013-08-27,2014-02-03,SFO,2013.0,Foot,1.0
Lawrence Okoye,2013-08-28,2014-02-03,SFO,2013.0,Knee,1.0
Ian Williams f,2013-09-17,2014-02-03,SFO,2013.0,Ankle,1.0
Darius Fleming,2013-07-31,2014-02-03,SFO,2013.0,ACL,1.0
Cornellius Carradine,2013-12-10,2014-02-03,SFO,2013.0,Knee,1.0
Chris Culliver,2013-08-27,2014-02-03,SFO,2013.0,ACL,1.0
Bruce Miller William,2013-12-18,2014-02-03,SFO,2013.0,Shoulder,1.0
Brandon Carswell,2013-06-19,2014-02-03,SFO,2013.0,ACL,1.0
Alex Debniak,2013-06-11,2014-02-03,SFO,2013.0,Not Specified,1.0
Clint Boling,2013-12-03,2014-02-03,CIN,2013.0,ACL,1.0
Lerentee McCray,2013-08-31,2014-02-03,DEN,2013.0,Ankle,1.0
Devon Still,2013-12-30,2014-02-03,CIN,2013.0,Back,1.0
Geno Atkins,2013-11-04,2014-02-03,CIN,2013.0,ACL,1.0
Derek Wolfe,2014-01-14,2014-02-03,DEN,2013.0,Covid/Illness,1.0
Dan Koppen,2013-07-30,2014-02-03,DEN,2013.0,ACL,1.0
Chris Harris Jr,2014-01-14,2014-02-03,DEN,2013.0,ACL,1.0
Mike Caussin,2013-08-15,2014-02-03,BUF,2013.0,Hip,1.0
Kevin Kolb,2013-08-30,2014-02-03,BUF,2013.0,Concussion,1.0
Kevin Elliott,2013-08-18,2014-02-03,BUF,2013.0,ACL,1.0
Dustin Hopkins,2013-10-06,2014-02-03,BUF,2013.0,Groin,1.0
Chris Hairston,2013-08-26,2014-02-03,BUF,2013.0,Foot,1.0
Alex Carrington,2013-09-23,2014-02-03,BUF,2013.0,Quadricep/Thigh,1.0
Aaron Williams b,2013-12-27,2014-02-03,BUF,2013.0,Rib/Lung,1.0
Zac Robinson,2013-08-26,2014-02-03,CIN,2013.0,Not Specified,1.0
Taylor Mays,2013-10-30,2014-02-03,CIN,2013.0,Shoulder,1.0
Sean Porter,2013-08-26,2014-02-03,CIN,2013.0,Shoulder,1.0
Robert Geathers b,2013-09-18,2014-02-03,CIN,2013.0,Not Specified,1.0
Leon Hall b,2013-10-29,2014-02-03,CIN,2013.0,Achilles,1.0
Larry Black a,2013-08-08,2014-02-03,CIN,2013.0,Ankle,1.0
Kevin Huber,2013-12-17,2014-02-03,CIN,2013.0,Not Specified,1.0
Emmanuel Lamur,2013-08-31,2014-02-03,CIN,2013.0,Shoulder,1.0
Lorenzo Alexander,2013-09-23,2014-02-03,CRD,2013.0,Foot,1.0
DJ Williams a,2013-10-18,2014-02-03,CHI,2013.0,Pectoral/Chest,1.0
Teddy Williams,2013-11-19,2014-02-03,CRD,2013.0,Achilles,1.0
Kroy Biermann,2013-09-16,2014-02-03,ATL,2013.0,Achilles,1.0
Julio Jones,2013-10-10,2014-02-03,ATL,2013.0,Foot,1.0
Corey Peters,2013-12-26,2014-02-03,ATL,2013.0,Achilles,1.0
Bradie Ewing,2013-09-16,2014-02-03,ATL,2013.0,Shoulder,1.0
Andrew Szczerba,2013-08-30,2014-02-03,ATL,2013.0,Not Specified,1.0
Adam Nissley,2013-06-07,2014-02-03,ATL,2013.0,Not Specified,1.0
Phillip Hunt,2013-08-28,2014-02-03,PHI,2013.0,ACL,1.0
Joe Kruger,2013-08-30,2014-02-03,PHI,2013.0,Shoulder,1.0
Jeremy Maclin,2013-07-30,2014-02-03,PHI,2013.0,ACL,1.0
Jason Phillips,2013-07-29,2014-02-03,PHI,2013.0,ACL,1.0
Arrelious Benn,2013-08-07,2014-02-03,PHI,2013.0,ACL,1.0
Will Yeatman,2013-11-16,2014-02-03,MIA,2013.0,ACL,1.0
RJ Stanford,2013-12-10,2014-02-03,MIA,2013.0,Fibula,1.0
Dustin Keller,2013-08-20,2014-02-03,MIA,2013.0,ACL,1.0
Dimitri Patterson,2013-12-10,2014-02-03,MIA,2013.0,Groin,1.0
Brandon Gibson,2013-10-29,2014-02-03,MIA,2013.0,Patellar Tendon,1.0
Armon Binns,2013-08-01,2014-02-03,MIA,2013.0,ACL,1.0
Mike Johnson P,2013-08-09,2014-02-03,ATL,2013.0,Fibula,1.0
Saeed Lee,2013-08-02,2014-02-03,ATL,2013.0,Not Specified,1.0
Sam Baker b,2013-11-12,2014-02-03,ATL,2013.0,Knee,1.0
Sean Renfree,2013-08-30,2014-02-03,ATL,2013.0,Shoulder,1.0
Sam Acho,2013-09-23,2014-02-03,CRD,2013.0,Fibula,1.0
Justin Forsett,2013-12-09,2014-02-03,JAX,2013.0,Foot,1.0
Jeremy Harris,2013-08-25,2014-02-03,JAX,2013.0,Back,1.0
Jeremy Ebert,2013-12-20,2014-02-03,JAX,2013.0,Ankle,1.0
Brandon Deaderick,2013-12-23,2014-02-03,JAX,2013.0,Not Specified,1.0
Stevie Brown,2013-08-25,2014-02-03,NYG,2013.0,ACL,1.0
Shaun Rogers,2013-11-07,2014-02-03,NYG,2013.0,Knee,1.0
